# ----------------------------------------
# Reports snapshot
# Account: ryanpate
# Property: MyRecoveryPal
# ----------------------------------------
#  
# Start date: 20251204
# End date: 20251231
Request Recovery Pal - kylieC0001 - MyRecoveryPal,1
Send Message - MyRecoveryPal,1
Sponsor Dashboard - MyRecoveryPal,1
Terms of Service - MyRecoveryPal,1
kylieC0001 - Profile,1

#  
# Start date: 20251204
# End date: 20251231
Event name,Event count
page_view,581
user_engagement,503
scroll,182
session_start,168
form_start,65
first_visit,59
form_submit,46
view_search_results,6

# What are your top performing key events?
# Start date: 20251204
# End date: 20251231
Event name,Key events


# Where does your average 120d value come from?
# Start date: 20251204
# End date: 20251231
First user primary channel group (Default Channel Group),Average 120d value


#  
# Start date: 20251204
# End date: 20251231
Item name,Items purchased


# How does activity on your platforms compare?
# Start date: 20251204
# End date: 20251231
Platform,Key events
